Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Category,Profitable
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.58,2,0.20,1.81,32.5,Low,4.47
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.7,6,0.20,8.23,36.25,Low,18.16
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.78,4,0.70,-13.84,-70,Low,5.93
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.7,4,0.20,19.08,26.25,Low,58.16
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.99,4,0.70,-383.99,-80,Low,144
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.17,2,0.20,2.72,10,Low,21.73
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.00,0.97,44,Low,2.2
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.00,136.94,22,Medium,622.45
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.00,0.22,1,Low,21.98
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.57,2,0.20,-28.27,-17.5,Low,129.25
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.7,8,0.20,43.84,11.25,Low,311.76
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.65,7,0.70,-12.43,-66.67,Low,5.59
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.05,-43.64,Low,128.62
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.61,3,0.45,-248.25,-40,Medium,341.34
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.33,2,0.70,-3.55,-66.67,Low,1.6
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.07,3,0.20,0,0,Low,206.46
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.98,3,0.20,-7.72,-1.25,Medium,494.38
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.00,4.75,45,Low,10.56
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.20,9.4,36.25,Low,20.74
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.60,-356.73,-85,Low,167.87
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.69,3,0.60,-4.68,-40,Low,4.68
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.98,2,0.20,11.19,35,Low,25.59
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.23,5,0.50,-120.51,-68,Low,88.61
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.04,3,0.60,-2.83,-70,Low,1.62
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.41,2,0.20,1.2,16.25,Low,5.93
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.00,580.54,29,High,2001.86
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.00,41.68,25,Low,166.72
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.00,23.94,50,Low,47.88
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.00,496.07,33,High,1503.25
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.00,12.44,48,Low,25.92
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.57,2,0.20,28.14,8.75,Low,257.25
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.00,3.58,47,Low,7.61
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.00,636,19,High,3347.37
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.00,22.56,28,Low,80.58
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.00,162.86,45,Low,361.92
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.13,9,0.60,-8.49,-70,Low,4.85
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.37,2,0.20,-19.56,-23.75,Low,65.89
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.20,4.04,7.5,Low,43.14
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.9,6,0.20,56.69,8.75,Medium,518.32
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.00,6.93,34,Low,20.37
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.00,6.65,3,Low,221.55
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.20,6.13,35,Low,14.02
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.62,2,0.80,-4.47,-275,Low,0.32
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.98,3,0.40,-510,-16.67,High,1835.99
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.96,7,0.40,-252,-10,High,1511.97
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.22,4,0.20,28.72,8.75,Low,262.58
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.00,35.16,44,Low,79.9
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.02,3,0.20,4.73,33.75,Low,11.21
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.00,0.3,4,Low,7.56
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.21,1,0.20,-7.44,-20,Low,29.77
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.58,3,0.20,21.59,37.5,Low,46.06
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.00,210.49,29,Medium,725.84
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.00,92.37,44,Low,209.93
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.00,2.32,44,Low,5.28
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.20,4.1,37.5,Low,8.74
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.00,4.06,46,Low,8.82
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.00,1.55,26,Low,5.98
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.65,2,0.20,4.08,35,Low,9.32
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.18,4,0.20,5.91,32.5,Low,14.54
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.71,6,0.20,5.97,10,Low,47.77
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.20,8.69,35,Low,19.87
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.80,-3.43,-165,Low,0.42
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.20,376.11,33.75,High,891.52
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.20,51.94,5,High,831.07
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.20,47.84,33.75,Low,113.41
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.20,47.96,20,Low,191.84
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.1,6,0.20,10.89,35,Low,24.88
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.06,7,0.70,-169.37,-66.67,Low,76.22
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.53,2,0.20,24.32,12.5,Low,155.62
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.20,-204.31,-21.25,Medium,769.18
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.1,7,0.20,6.68,35,Low,15.28
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.5,8,0.20,6.24,33.75,Low,14.8
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.98,2,0.20,54.4,21.25,Low,204.79
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.50,-48.7,-56,Low,43.49
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.42,8,0.20,78.86,26.25,Low,240.33
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.35,3,0.20,20.16,8.75,Low,184.28
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.35,3,0.20,-24.56,-11.25,Low,174.68
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.70,-62.88,-80,Low,23.58
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.55,3,0.20,9.3,33.75,Low,22.04
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.00,15.55,48,Low,32.4
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.00,10.82,1,High,1082.48
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.00,27.32,48,Low,56.91
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.00,38.02,49,Low,77.6
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0.00,6.57,46,Low,14.28
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.08,3,0.50,-131.45,-60,Low,109.54
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.00,12.86,48,Low,26.8
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0.00,2.85,29,Low,9.84
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0.00,20.92,46,Low,45.48
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0.00,83.87,29,Low,289.2
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0.00,2,41,Low,4.89
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.14,4,0.20,3.59,23.75,Low,12.11
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.77,2,0.20,52.51,11.25,Low,373.41
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.23,1,0.20,1.71,11.25,Low,12.19
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.26,3,0.20,2.04,32.5,Low,5.01
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0.00,37.64,43,Low,87.54
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.38,2,0.20,22.3,12.5,Low,142.71
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.55,3,0.20,5.44,35,Low,12.44
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.14,4,0.20,8.67,8.75,Low,79.31
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.88,1,0.10,24.16,17.78,Low,122.29
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2,0.00,"1,995.99",50,High,3991.98
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6,0.00,80.02,29,Low,275.94
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360,4,0.00,129.6,36,Low,360
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.00,13.07,30,Low,43.57
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.00,3.58,50,Low,7.16
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6,0.20,81.74,32.5,Low,201.22
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0.00,35,35,Low,99.99
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.99,1,0.20,1,6.25,Low,12.79
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.9,3,0.40,-67.88,-23.33,Low,174.54
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.22,2,0.20,3.39,6.25,Low,43.38
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.74,4,0.30,-258.5,-32.86,Medium,550.72
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.20,33.83,33.75,Low,80.19
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.76,6,0.70,-27.69,-73.33,Low,11.33
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.40,-20.7,-25,Low,49.68
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.72,2,0.70,-13.82,-66.67,Low,6.22
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.9,3,0.70,-3.43,-70,Low,1.47
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,4.75,1,0.20,1.6,33.75,Low,3.8
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,959.98,2,0.20,335.99,35,Medium,767.99
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.37,4,0.20,4.49,31.25,Low,11.49
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,7.71,2,0.20,2.8,36.25,Low,6.17
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,698.35,3,0.20,-17.46,-2.5,Medium,558.68
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,4.96,4,0.00,2.33,47,Low,4.96
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.86,4,0.20,1.12,6.25,Low,14.28
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,509.97,10,0.70,-407.98,-80,Medium,152.99
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.99,13,0.20,10.07,32.5,Low,24.79
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.93,12,0.40,8.39,11.67,Low,43.16
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,88.8,4,0.20,-2.22,-2.5,Low,71.04
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,47.98,3,0.20,4.8,10,Low,38.38
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.56,3,0.00,3.1,41,Low,7.56
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2,0.00,11.54,47,Low,24.56
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.96,2,0.00,4.15,32,Low,12.96
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,6.79,1,0.00,2.31,34,Low,6.79
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0.00,11.54,47,Low,24.56
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.05,1,0.20,1.07,35,Low,2.44
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0.00,23.09,47,Low,49.12
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.17,4,0.20,"1,415.43",32.5,High,3484.13
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.7,6,0.20,-4.86,-1.25,Low,310.96
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0.00,3.8,46,Low,8.26
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0.00,6.99,41,Low,17.04
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0.00,15.82,46,Low,34.4
